Age,CIBIL,CheckingStatus,City,CreditHistory,CurrentResidenceDuration,Dependents,EmploymentDuration,ExistingCreditsCount,ExistingSavings,ForeignWorker,Housing,InstallmentPercent,InstallmentPlans,Job,LoanAmount,LoanDuration,LoanPurpose,OthersOnLoan,OwnsProperty,Risk,Salary,Sex,Telephone
30,822,0_to_200,Metro,prior_payments_delayed,2,1,1_to_4,1,100_to_500,yes,own,3,none,skilled,1740,14,business,none,car_other,No Risk,6472,male,yes
26,849,0_to_200,Non-Metro,prior_payments_delayed,3,1,less_1,1,100_to_500,yes,rent,1,bank,unemployed,250,14,car_new,none,savings_insurance,No Risk,3545,female,none
37,717,0_to_200,Metro,prior_payments_delayed,3,1,less_1,1,100_to_500,yes,own,2,none,skilled,250,14,car_new,none,savings_insurance,No Risk,6994,male,yes
38,743,0_to_200,Non-Metro,prior_payments_delayed,1,1,1_to_4,2,less_100,yes,own,3,none,skilled,1908,14,car_new,none,car_other,Risk,3411,female,none
38,746,0_to_200,Metro,prior_payments_delayed,3,1,greater_7,2,500_to_1000,yes,own,4,bank,unskilled,2492,14,car_new,none,unknown,No Risk,6317,male,yes
44,816,0_to_200,Metro,prior_payments_delayed,1,2,4_to_7,2,100_to_500,yes,own,3,bank,unemployed,2531,14,car_new,none,car_other,No Risk,6183,female,yes
33,845,0_to_200,Metro,prior_payments_delayed,2,1,4_to_7,1,less_100,yes,rent,4,bank,unskilled,2609,14,car_new,none,savings_insurance,No Risk,5158,male,yes
34,838,0_to_200,Metro,prior_payments_delayed,2,1,less_1,1,greater_1000,yes,own,3,none,skilled,3582,14,car_new,none,savings_insurance,No Risk,7412,male,yes
23,862,0_to_200,Metro,prior_payments_delayed,2,1,1_to_4,1,less_100,yes,own,2,none,skilled,2411,14,furniture,none,savings_insurance,No Risk,6115,male,none
42,715,0_to_200,Non-Metro,prior_payments_delayed,4,1,greater_7,2,greater_1000,yes,free,3,none,skilled,3240,14,furniture,co-applicant,car_other,Risk,3894,male,yes
35,813,0_to_200,Metro,prior_payments_delayed,3,1,4_to_7,3,greater_1000,yes,own,4,none,skilled,4140,14,furniture,none,savings_insurance,No Risk,7216,male,none
33,705,0_to_200,Metro,prior_payments_delayed,4,1,1_to_4,1,less_100,yes,free,3,none,management_self-employed,5127,14,furniture,none,savings_insurance,Risk,3557,male,none
32,728,0_to_200,Metro,prior_payments_delayed,4,1,4_to_7,1,greater_1000,yes,rent,3,none,management_self-employed,5834,14,furniture,none,savings_insurance,Risk,4318,male,none
47,886,0_to_200,Non-Metro,prior_payments_delayed,4,1,1_to_4,1,less_100,yes,rent,3,none,management_self-employed,3656,14,radio_tv,none,car_other,No Risk,4113,male,none
36,867,0_to_200,Metro,prior_payments_delayed,3,1,4_to_7,2,greater_1000,yes,rent,3,none,management_self-employed,4067,14,radio_tv,none,car_other,No Risk,5224,male,none
40,706,0_to_200,Non-Metro,prior_payments_delayed,3,1,1_to_4,2,less_100,yes,own,3,none,skilled,4760,14,radio_tv,co-applicant,unknown,Risk,3021,male,yes
48,724,0_to_200,Non-Metro,prior_payments_delayed,4,1,greater_7,3,less_100,yes,free,4,none,skilled,3641,14,retraining,co-applicant,unknown,Risk,4902,female,yes
39,729,0_to_200,Metro,prior_payments_delayed,3,2,greater_7,1,less_100,yes,own,4,none,skilled,4160,14,retraining,none,car_other,Risk,4439,male,yes
33,739,0_to_200,Metro,all_credits_paid_back,2,1,less_1,2,100_to_500,yes,rent,2,stores,unskilled,5566,15,appliances,none,car_other,No Risk,7154,male,none
24,841,0_to_200,Non-Metro,all_credits_paid_back,2,1,less_1,1,100_to_500,yes,rent,2,none,skilled,1380,15,car_new,none,real_estate,No Risk,5323,female,none
51,737,0_to_200,Non-Metro,all_credits_paid_back,2,1,1_to_4,1,less_100,yes,own,3,none,skilled,2697,15,car_new,none,car_other,Risk,5280,male,yes
19,830,0_to_200,Non-Metro,all_credits_paid_back,2,1,1_to_4,1,less_100,yes,own,3,none,skilled,463,15,furniture,none,real_estate,No Risk,7107,female,none
32,898,0_to_200,Metro,credits_paid_to_date,2,1,less_1,1,less_100,yes,own,2,none,skilled,250,15,appliances,none,savings_insurance,No Risk,5779,female,none
33,898,0_to_200,Metro,credits_paid_to_date,3,1,less_1,2,500_to_1000,yes,own,2,stores,skilled,805,15,car_new,none,real_estate,No Risk,5177,male,none
29,807,0_to_200,Metro,credits_paid_to_date,2,1,4_to_7,1,less_100,yes,own,3,none,skilled,1323,15,car_new,none,real_estate,No Risk,5829,female,none
39,727,0_to_200,Non-Metro,credits_paid_to_date,2,1,less_1,1,less_100,yes,rent,3,none,skilled,1327,15,car_new,none,real_estate,No Risk,7902,female,none
31,802,0_to_200,Metro,credits_paid_to_date,2,1,less_1,1,less_100,yes,rent,2,bank,unskilled,1733,15,car_new,none,real_estate,No Risk,5959,female,none
34,823,0_to_200,Metro,credits_paid_to_date,4,1,less_1,1,less_100,yes,own,3,none,skilled,1801,15,car_new,co-applicant,savings_insurance,Risk,3570,male,yes
27,718,0_to_200,Metro,credits_paid_to_date,4,1,1_to_4,2,500_to_1000,yes,rent,3,none,skilled,2816,15,car_new,none,car_other,Risk,3736,male,none
41,715,0_to_200,Metro,credits_paid_to_date,3,1,4_to_7,1,100_to_500,yes,own,3,bank,unemployed,3007,15,car_new,co-applicant,car_other,Risk,3288,female,none
47,849,0_to_200,Metro,credits_paid_to_date,3,1,4_to_7,1,500_to_1000,yes,rent,2,bank,unemployed,3038,15,car_new,none,car_other,Risk,3331,male,none
40,863,0_to_200,Non-Metro,credits_paid_to_date,3,1,1_to_4,2,100_to_500,yes,own,2,none,skilled,4646,15,car_new,none,unknown,Risk,3896,male,none
19,866,0_to_200,Metro,credits_paid_to_date,3,1,4_to_7,1,less_100,yes,own,3,none,skilled,250,15,car_used,none,real_estate,No Risk,7191,male,none
23,884,0_to_200,Metro,credits_paid_to_date,3,1,less_1,1,less_100,yes,own,2,none,skilled,1993,15,car_used,none,savings_insurance,No Risk,7135,male,none
36,701,0_to_200,Non-Metro,credits_paid_to_date,3,1,1_to_4,1,less_100,yes,own,3,none,skilled,2473,15,car_used,co-applicant,savings_insurance,Risk,3566,male,none
31,843,0_to_200,Metro,credits_paid_to_date,3,1,less_1,1,less_100,yes,own,2,none,skilled,2752,15,car_used,none,car_other,No Risk,6474,female,none
37,712,0_to_200,Metro,credits_paid_to_date,1,1,1_to_4,2,less_100,yes,own,3,none,skilled,2853,15,car_used,none,savings_insurance,No Risk,4511,female,none
35,847,0_to_200,Non-Metro,credits_paid_to_date,3,1,4_to_7,1,less_100,yes,free,3,none,skilled,5565,15,education,none,unknown,No Risk,5570,male,none
34,802,0_to_200,Metro,credits_paid_to_date,2,1,4_to_7,1,less_100,yes,rent,2,bank,unemployed,1347,15,furniture,none,real_estate,No Risk,5865,male,none
28,872,0_to_200,Metro,credits_paid_to_date,3,1,1_to_4,1,less_100,yes,rent,3,none,skilled,1566,15,furniture,none,real_estate,No Risk,7222,male,none
33,749,0_to_200,Metro,credits_paid_to_date,2,1,1_to_4,2,500_to_1000,yes,own,1,none,skilled,2463,15,furniture,none,savings_insurance,Risk,3385,male,none
34,820,0_to_200,Metro,credits_paid_to_date,2,1,4_to_7,2,100_to_500,yes,own,3,none,skilled,3322,15,furniture,none,car_other,No Risk,5190,female,yes
43,827,0_to_200,Non-Metro,credits_paid_to_date,3,2,1_to_4,1,500_to_1000,yes,own,2,none,skilled,3481,15,furniture,none,car_other,No Risk,7733,male,yes
30,823,0_to_200,Non-Metro,credits_paid_to_date,2,1,less_1,1,less_100,yes,own,3,none,skilled,2485,15,repairs,none,savings_insurance,No Risk,5396,female,none
38,807,0_to_200,Non-Metro,credits_paid_to_date,1,1,1_to_4,1,less_100,yes,own,3,none,skilled,3090,15,vacation,co-applicant,savings_insurance,No Risk,3758,female,none
42,822,0_to_200,Metro,credits_paid_to_date,3,1,4_to_7,1,less_100,yes,own,4,bank,unskilled,3714,15,vacation,none,car_other,No Risk,5722,female,none
32,845,0_to_200,Metro,no_credits,2,1,less_1,1,less_100,yes,own,1,stores,skilled,250,15,car_new,none,real_estate,No Risk,5622,female,none
21,803,0_to_200,Non-Metro,no_credits,2,1,less_1,2,100_to_500,yes,rent,1,none,skilled,476,15,car_new,none,real_estate,No Risk,3951,male,none
33,729,0_to_200,Metro,no_credits,2,1,unemployed,1,less_100,yes,own,1,none,skilled,1328,15,car_new,none,savings_insurance,No Risk,4734,male,none
37,749,0_to_200,Metro,no_credits,3,1,1_to_4,2,100_to_500,yes,own,2,none,skilled,2949,15,car_new,none,car_other,No Risk,5376,male,yes
19,859,0_to_200,Metro,no_credits,2,1,unemployed,1,less_100,yes,rent,2,none,skilled,1671,15,car_used,none,real_estate,No Risk,5593,female,none
22,733,0_to_200,Metro,no_credits,1,1,unemployed,1,less_100,yes,own,2,none,skilled,3626,15,car_used,none,savings_insurance,No Risk,5380,male,none
52,801,0_to_200,Metro,prior_payments_delayed,4,1,greater_7,2,greater_1000,yes,rent,4,stores,unskilled,4773,15,car_new,none,savings_insurance,No Risk,6323,male,none
34,844,0_to_200,Metro,prior_payments_delayed,2,2,4_to_7,1,greater_1000,yes,own,3,none,skilled,250,15,car_used,none,real_estate,No Risk,6241,male,none
38,853,0_to_200,Non-Metro,prior_payments_delayed,2,1,greater_7,1,greater_1000,yes,own,3,stores,skilled,876,15,car_used,co-applicant,savings_insurance,No Risk,7672,male,none
24,878,0_to_200,Metro,prior_payments_delayed,2,2,4_to_7,2,500_to_1000,yes,own,3,none,skilled,250,15,furniture,none,savings_insurance,No Risk,7025,male,yes
35,803,0_to_200,Non-Metro,prior_payments_delayed,4,1,1_to_4,2,less_100,yes,own,3,stores,unskilled,1931,15,furniture,none,car_other,No Risk,5802,male,none
42,702,0_to_200,Metro,prior_payments_delayed,3,1,1_to_4,2,greater_1000,yes,own,3,none,skilled,2264,15,furniture,none,real_estate,No Risk,7133,female,none
44,701,0_to_200,Non-Metro,prior_payments_delayed,3,1,greater_7,1,500_to_1000,yes,rent,2,stores,skilled,5043,15,furniture,none,car_other,Risk,4462,female,none
47,881,0_to_200,Metro,prior_payments_delayed,4,1,greater_7,2,500_to_1000,yes,own,4,none,skilled,5757,15,furniture,none,savings_insurance,No Risk,5514,male,yes
26,841,0_to_200,Metro,prior_payments_delayed,4,2,1_to_4,2,greater_1000,yes,own,3,stores,unskilled,250,15,radio_tv,none,real_estate,No Risk,7955,male,yes
44,876,0_to_200,Metro,prior_payments_delayed,2,1,4_to_7,2,less_100,yes,own,3,none,skilled,1801,15,radio_tv,co-applicant,car_other,No Risk,6661,male,yes
48,826,0_to_200,Metro,prior_payments_delayed,3,1,1_to_4,1,500_to_1000,yes,own,2,none,skilled,2011,15,radio_tv,co-applicant,car_other,No Risk,6593,male,none
41,714,0_to_200,Non-Metro,prior_payments_delayed,2,1,4_to_7,2,less_100,yes,own,3,none,skilled,4371,15,radio_tv,none,car_other,Risk,4352,male,none
38,730,0_to_200,Metro,prior_payments_delayed,3,1,1_to_4,2,less_100,yes,own,2,none,skilled,5076,15,radio_tv,none,car_other,Risk,4415,male,none
19,876,0_to_200,Metro,prior_payments_delayed,2,1,1_to_4,1,less_100,yes,own,3,none,skilled,1186,15,retraining,none,real_estate,No Risk,7963,male,yes
24,835,0_to_200,Metro,prior_payments_delayed,3,1,greater_7,1,less_100,yes,own,4,stores,skilled,2497,15,retraining,none,car_other,No Risk,7887,female,none
36,808,0_to_200,Metro,prior_payments_delayed,2,1,1_to_4,1,100_to_500,yes,own,3,none,skilled,2609,15,retraining,none,car_other,No Risk,5624,male,yes
44,835,0_to_200,Non-Metro,prior_payments_delayed,1,1,1_to_4,2,less_100,yes,own,3,stores,unskilled,4312,15,retraining,co-applicant,savings_insurance,No Risk,6637,female,none
41,894,0_to_200,Non-Metro,prior_payments_delayed,2,1,greater_7,1,less_100,yes,own,4,none,skilled,5067,15,retraining,none,car_other,No Risk,7006,female,none
19,884,0_to_200,Metro,credits_paid_to_date,1,1,less_1,1,less_100,yes,own,3,none,skilled,250,16,appliances,none,real_estate,No Risk,5403,female,none
39,837,0_to_200,Non-Metro,credits_paid_to_date,1,1,1_to_4,2,100_to_500,yes,own,1,none,skilled,1443,16,appliances,none,savings_insurance,Risk,3343,male,none
32,809,0_to_200,Metro,credits_paid_to_date,3,1,4_to_7,1,500_to_1000,yes,own,1,stores,unskilled,250,16,car_new,none,real_estate,No Risk,7502,female,none
27,873,0_to_200,Metro,credits_paid_to_date,3,1,less_1,1,less_100,yes,rent,2,bank,unskilled,250,16,car_new,none,savings_insurance,No Risk,5214,female,none
29,709,0_to_200,Metro,credits_paid_to_date,3,1,less_1,1,less_100,yes,own,1,none,skilled,742,16,car_new,none,savings_insurance,No Risk,5944,male,none
31,739,0_to_200,Metro,credits_paid_to_date,3,1,less_1,1,less_100,yes,rent,3,none,skilled,1370,16,car_new,none,car_other,No Risk,5885,male,none
28,834,0_to_200,Metro,credits_paid_to_date,3,1,less_1,1,less_100,yes,own,2,none,skilled,1387,16,car_new,none,savings_insurance,No Risk,6707,female,none
44,715,0_to_200,Non-Metro,credits_paid_to_date,3,2,1_to_4,1,less_100,yes,own,1,none,skilled,1812,16,car_new,none,savings_insurance,Risk,4311,male,none
41,836,0_to_200,Non-Metro,credits_paid_to_date,2,1,1_to_4,1,500_to_1000,yes,own,3,none,skilled,2440,16,car_new,none,car_other,No Risk,5292,male,none
40,739,0_to_200,Metro,credits_paid_to_date,2,1,4_to_7,2,less_100,no,own,3,none,skilled,3181,16,car_new,none,car_other,No Risk,5747,male,none
33,709,0_to_200,Non-Metro,credits_paid_to_date,3,1,less_1,1,less_100,yes,own,3,bank,unskilled,3283,16,car_new,co-applicant,car_other,No Risk,6344,male,yes
39,833,0_to_200,Non-Metro,credits_paid_to_date,3,1,less_1,1,less_100,yes,own,3,none,skilled,3468,16,car_new,none,savings_insurance,No Risk,6346,female,yes
27,714,0_to_200,Metro,credits_paid_to_date,1,1,1_to_4,1,less_100,no,rent,3,none,skilled,517,16,car_used,none,savings_insurance,No Risk,7794,female,none
30,847,0_to_200,Non-Metro,credits_paid_to_date,3,1,1_to_4,2,100_to_500,yes,own,2,none,skilled,3719,16,car_used,none,savings_insurance,No Risk,7106,male,none
36,711,0_to_200,Non-Metro,credits_paid_to_date,1,1,1_to_4,1,less_100,yes,free,2,stores,skilled,3806,16,car_used,none,savings_insurance,Risk,3122,female,none
30,810,0_to_200,Metro,credits_paid_to_date,3,1,less_1,1,less_100,yes,own,3,none,management_self-employed,3963,16,car_used,none,savings_insurance,No Risk,7297,male,none
34,875,0_to_200,Metro,credits_paid_to_date,2,1,4_to_7,1,less_100,yes,own,4,none,skilled,4036,16,car_used,none,real_estate,No Risk,5034,female,none
35,703,0_to_200,Non-Metro,credits_paid_to_date,3,1,1_to_4,1,less_100,yes,own,3,none,skilled,4801,16,car_used,none,car_other,Risk,3238,female,none
27,701,0_to_200,Metro,credits_paid_to_date,3,1,4_to_7,1,less_100,yes,own,3,none,skilled,250,16,furniture,none,real_estate,No Risk,7922,female,none
19,717,0_to_200,Metro,credits_paid_to_date,1,1,less_1,1,less_100,yes,own,2,none,skilled,250,16,furniture,none,real_estate,No Risk,6893,female,none
28,841,0_to_200,Metro,credits_paid_to_date,2,1,less_1,1,less_100,yes,own,3,none,skilled,1212,16,furniture,none,savings_insurance,No Risk,7816,female,none
28,888,0_to_200,Metro,credits_paid_to_date,3,1,1_to_4,1,500_to_1000,yes,own,3,none,skilled,1472,16,furniture,none,real_estate,No Risk,5868,male,none
36,719,0_to_200,Metro,credits_paid_to_date,1,1,less_1,1,less_100,yes,own,1,stores,skilled,1524,16,furniture,none,savings_insurance,No Risk,5802,female,none
21,732,0_to_200,Non-Metro,credits_paid_to_date,2,1,4_to_7,1,less_100,yes,own,2,none,skilled,1954,16,furniture,none,car_other,Risk,3152,male,none
34,869,0_to_200,Metro,credits_paid_to_date,3,1,less_1,2,less_100,yes,own,3,none,skilled,2112,16,furniture,none,savings_insurance,No Risk,4288,female,none
30,896,0_to_200,Non-Metro,credits_paid_to_date,3,2,4_to_7,1,100_to_500,yes,own,2,bank,unskilled,3008,16,furniture,none,savings_insurance,No Risk,6014,male,none
43,823,0_to_200,Metro,credits_paid_to_date,3,1,less_1,1,less_100,yes,own,2,none,skilled,3881,16,furniture,co-applicant,savings_insurance,Risk,4115,female,yes
28,880,0_to_200,Metro,credits_paid_to_date,3,1,4_to_7,1,100_to_500,yes,own,3,none,management_self-employed,6053,16,furniture,none,car_other,No Risk,6869,male,none
36,715,0_to_200,Non-Metro,credits_paid_to_date,4,1,4_to_7,1,less_100,yes,own,4,none,skilled,5187,16,repairs,none,unknown,Risk,3605,male,none
29,821,0_to_200,Metro,credits_paid_to_date,1,1,unemployed,1,100_to_500,yes,own,3,none,skilled,5990,16,repairs,none,real_estate,No Risk,6447,female,none
33,812,0_to_200,Metro,credits_paid_to_date,2,1,1_to_4,1,less_100,yes,own,2,none,skilled,3231,16,retraining,co-applicant,real_estate,No Risk,5894,female,none
19,740,0_to_200,Metro,credits_paid_to_date,1,1,1_to_4,1,less_100,yes,own,3,none,skilled,250,16,vacation,none,real_estate,No Risk,7017,female,none
36,886,0_to_200,Non-Metro,credits_paid_to_date,2,1,1_to_4,1,less_100,yes,free,3,none,skilled,2691,16,vacation,none,car_other,No Risk,4397,female,none
33,850,0_to_200,Metro,credits_paid_to_date,3,1,1_to_4,1,500_to_1000,yes,own,3,none,management_self-employed,2727,16,vacation,none,real_estate,No Risk,6856,male,none
52,843,0_to_200,Metro,credits_paid_to_date,2,1,4_to_7,2,less_100,yes,own,2,none,skilled,2859,16,vacation,none,car_other,No Risk,4368,male,none
34,853,0_to_200,Metro,credits_paid_to_date,2,1,1_to_4,1,less_100,yes,own,2,bank,unemployed,3521,16,vacation,co-applicant,car_other,No Risk,5265,female,none
34,875,0_to_200,Non-Metro,credits_paid_to_date,2,1,1_to_4,1,500_to_1000,yes,own,3,bank,unemployed,4297,16,vacation,none,car_other,No Risk,7499,female,none
31,844,0_to_200,Metro,credits_paid_to_date,4,1,4_to_7,1,less_100,yes,own,4,none,skilled,5118,16,vacation,none,unknown,No Risk,5525,male,none
41,814,0_to_200,Metro,no_credits,3,1,less_1,1,less_100,yes,own,2,none,skilled,2205,16,car_new,none,savings_insurance,No Risk,5047,female,none
25,733,0_to_200,Non-Metro,no_credits,1,1,1_to_4,1,less_100,yes,own,1,stores,skilled,1247,16,car_used,none,real_estate,No Risk,5115,female,none
42,843,0_to_200,Metro,prior_payments_delayed,2,1,greater_7,1,less_100,yes,own,3,none,skilled,5490,16,appliances,none,unknown,No Risk,7526,male,yes
32,848,0_to_200,Metro,prior_payments_delayed,2,1,less_1,1,100_to_500,yes,own,3,none,skilled,2324,16,car_new,none,real_estate,No Risk,5440,female,none
34,886,0_to_200,Metro,prior_payments_delayed,3,1,1_to_4,2,100_to_500,yes,rent,3,none,management_self-employed,5551,16,car_new,none,car_other,No Risk,6150,male,none
35,718,0_to_200,Non-Metro,prior_payments_delayed,3,1,less_1,1,less_100,yes,rent,2,bank,unskilled,3218,16,car_used,none,savings_insurance,Risk,3886,male,yes
32,743,0_to_200,Metro,prior_payments_delayed,1,1,4_to_7,1,500_to_1000,yes,own,3,stores,skilled,250,16,furniture,none,savings_insurance,No Risk,5182,female,none
26,805,0_to_200,Non-Metro,prior_payments_delayed,3,1,4_to_7,2,less_100,yes,free,4,none,management_self-employed,2997,16,furniture,none,savings_insurance,No Risk,5542,male,none
34,834,0_to_200,Non-Metro,prior_payments_delayed,3,1,less_1,1,less_100,yes,own,3,none,management_self-employed,5172,16,furniture,none,unknown,Risk,3203,male,yes
21,819,0_to_200,Metro,prior_payments_delayed,2,1,4_to_7,1,100_to_500,yes,own,2,stores,skilled,250,16,radio_tv,none,savings_insurance,No Risk,5419,female,yes
50,714,0_to_200,Non-Metro,prior_payments_delayed,3,1,1_to_4,1,greater_1000,yes,rent,3,none,skilled,250,16,radio_tv,co-applicant,real_estate,Risk,4052,male,yes
31,800,0_to_200,Non-Metro,prior_payments_delayed,3,1,1_to_4,1,less_100,yes,own,3,none,skilled,730,16,radio_tv,none,real_estate,No Risk,3763,male,none
46,726,0_to_200,Non-Metro,prior_payments_delayed,2,2,less_1,1,100_to_500,yes,rent,3,none,skilled,1923,16,radio_tv,none,car_other,Risk,5596,female,none
43,856,0_to_200,Non-Metro,prior_payments_delayed,3,1,greater_7,2,less_100,yes,free,4,none,skilled,2208,16,radio_tv,none,car_other,No Risk,5683,female,yes
39,856,0_to_200,Non-Metro,prior_payments_delayed,2,1,less_1,1,less_100,yes,rent,2,bank,unemployed,2321,16,radio_tv,none,car_other,No Risk,6446,female,none
35,829,0_to_200,Metro,prior_payments_delayed,2,1,1_to_4,1,less_100,yes,own,2,none,skilled,2815,16,radio_tv,none,car_other,No Risk,7426,male,yes
41,735,0_to_200,Non-Metro,prior_payments_delayed,3,1,1_to_4,2,less_100,yes,own,3,bank,unskilled,3328,16,radio_tv,none,car_other,Risk,6935,female,yes
41,731,0_to_200,Metro,prior_payments_delayed,3,1,greater_7,1,less_100,yes,own,4,none,skilled,4031,16,radio_tv,none,car_other,No Risk,5827,male,yes
42,702,0_to_200,Non-Metro,prior_payments_delayed,3,1,4_to_7,2,greater_1000,yes,own,3,none,skilled,4626,16,radio_tv,none,car_other,Risk,4093,male,none
52,858,0_to_200,Non-Metro,prior_payments_delayed,2,2,4_to_7,2,less_100,yes,own,2,none,skilled,2204,16,repairs,none,unknown,No Risk,5762,male,yes
41,826,0_to_200,Metro,prior_payments_delayed,2,2,less_1,2,less_100,yes,own,3,none,management_self-employed,3210,16,repairs,none,car_other,No Risk,6667,male,yes
29,887,0_to_200,Metro,prior_payments_delayed,3,1,1_to_4,1,greater_1000,yes,rent,2,bank,unemployed,1062,16,retraining,none,car_other,No Risk,7403,male,yes
34,878,0_to_200,Metro,prior_payments_delayed,3,1,1_to_4,1,less_100,yes,own,3,none,management_self-employed,2680,16,retraining,none,real_estate,No Risk,5398,male,yes
19,722,0_to_200,Metro,all_credits_paid_back,1,1,less_1,1,less_100,yes,own,3,none,skilled,1862,17,vacation,co-applicant,real_estate,No Risk,6728,male,yes
19,885,0_to_200,Non-Metro,credits_paid_to_date,3,1,1_to_4,1,less_100,yes,rent,3,none,skilled,250,17,appliances,none,real_estate,No Risk,5147,female,none
27,726,0_to_200,Metro,credits_paid_to_date,1,1,less_1,1,less_100,yes,own,1,none,skilled,250,17,car_new,none,real_estate,No Risk,7505,female,none
41,830,0_to_200,Metro,credits_paid_to_date,3,1,1_to_4,2,less_100,yes,own,3,none,skilled,2082,17,car_new,none,real_estate,No Risk,7419,male,none
35,739,0_to_200,Non-Metro,credits_paid_to_date,3,1,4_to_7,1,less_100,yes,rent,2,bank,unemployed,2154,17,car_new,none,savings_insurance,Risk,4407,female,none
39,831,0_to_200,Metro,credits_paid_to_date,1,1,1_to_4,2,less_100,yes,own,2,bank,unemployed,3863,17,car_new,none,savings_insurance,No Risk,5575,female,none
38,706,0_to_200,Metro,credits_paid_to_date,2,2,4_to_7,2,100_to_500,yes,own,3,none,skilled,5869,17,car_new,none,car_other,Risk,3535,female,yes
32,884,0_to_200,Non-Metro,credits_paid_to_date,2,1,4_to_7,3,500_to_1000,yes,own,3,none,skilled,6382,17,car_new,none,car_other,No Risk,7739,male,none
28,848,0_to_200,Metro,credits_paid_to_date,1,1,1_to_4,1,500_to_1000,yes,rent,2,none,skilled,250,17,car_used,none,savings_insurance,No Risk,5218,male,none
25,868,0_to_200,Non-Metro,credits_paid_to_date,2,1,1_to_4,1,500_to_1000,yes,own,2,none,skilled,250,17,car_used,none,savings_insurance,No Risk,5661,male,none
28,870,0_to_200,Non-Metro,credits_paid_to_date,3,1,less_1,1,less_100,yes,own,2,none,skilled,1052,17,car_used,none,real_estate,No Risk,6476,female,none
41,718,0_to_200,Metro,credits_paid_to_date,1,1,less_1,1,less_100,yes,rent,2,none,skilled,1445,17,car_used,none,savings_insurance,No Risk,3580,female,none
27,884,0_to_200,Non-Metro,credits_paid_to_date,3,1,1_to_4,1,less_100,yes,own,1,stores,skilled,1718,17,car_used,none,real_estate,No Risk,6927,female,none
25,806,0_to_200,Non-Metro,credits_paid_to_date,3,2,less_1,1,500_to_1000,yes,own,2,none,skilled,1722,17,car_used,none,real_estate,No Risk,4288,male,yes
29,831,0_to_200,Metro,credits_paid_to_date,4,1,4_to_7,2,500_to_1000,yes,own,3,none,management_self-employed,1825,17,car_used,none,real_estate,No Risk,3700,male,none
25,864,0_to_200,Metro,credits_paid_to_date,3,1,1_to_4,1,less_100,yes,own,3,none,skilled,1969,17,car_used,none,real_estate,No Risk,7642,male,none
41,865,0_to_200,Non-Metro,credits_paid_to_date,2,1,less_1,2,less_100,yes,own,3,bank,unskilled,3002,17,car_used,none,car_other,No Risk,6258,female,yes
30,873,0_to_200,Metro,credits_paid_to_date,2,1,less_1,1,less_100,yes,own,3,none,skilled,3301,17,car_used,none,real_estate,No Risk,6804,male,none
30,815,0_to_200,Metro,credits_paid_to_date,1,1,4_to_7,1,less_100,yes,own,3,none,skilled,3807,17,car_used,none,savings_insurance,No Risk,5062,male,yes
32,720,0_to_200,Metro,credits_paid_to_date,2,1,1_to_4,1,less_100,yes,free,2,none,skilled,4490,17,car_used,none,savings_insurance,No Risk,7003,female,none
31,726,0_to_200,Non-Metro,credits_paid_to_date,3,1,4_to_7,1,less_100,yes,own,2,stores,skilled,5772,17,car_used,none,car_other,Risk,6326,male,yes
19,726,0_to_200,Non-Metro,credits_paid_to_date,3,1,1_to_4,1,less_100,yes,rent,2,none,skilled,250,17,furniture,none,savings_insurance,Risk,3095,male,none
52,843,0_to_200,Metro,credits_paid_to_date,3,1,4_to_7,1,less_100,yes,own,3,stores,unskilled,250,17,furniture,co-applicant,savings_insurance,No Risk,5659,female,yes
30,852,0_to_200,Metro,credits_paid_to_date,3,1,1_to_4,2,100_to_500,yes,own,2,stores,skilled,1773,17,furniture,none,savings_insurance,Risk,3609,female,none
38,881,0_to_200,Non-Metro,credits_paid_to_date,2,2,1_to_4,1,less_100,yes,own,3,none,skilled,5071,17,furniture,none,savings_insurance,No Risk,7952,male,yes
31,884,0_to_200,Metro,credits_paid_to_date,2,1,less_1,1,less_100,yes,own,3,none,skilled,4275,17,retraining,none,car_other,No Risk,7213,female,none
34,743,0_to_200,Metro,credits_paid_to_date,3,1,4_to_7,1,500_to_1000,yes,own,4,none,skilled,4853,17,retraining,none,savings_insurance,No Risk,5577,female,none
36,720,0_to_200,Metro,credits_paid_to_date,2,1,less_1,1,less_100,yes,own,1,stores,skilled,1485,17,vacation,none,savings_insurance,No Risk,6561,male,none
42,801,0_to_200,Metro,credits_paid_to_date,2,2,4_to_7,2,less_100,yes,own,3,bank,unskilled,6563,17,vacation,none,car_other,No Risk,7517,female,yes
39,832,0_to_200,Non-Metro,prior_payments_delayed,1,1,1_to_4,1,less_100,yes,own,3,stores,skilled,1981,17,appliances,none,car_other,No Risk,7624,male,none
19,855,0_to_200,Metro,prior_payments_delayed,2,1,4_to_7,1,100_to_500,yes,own,3,none,skilled,1566,17,car_new,none,car_other,No Risk,7118,male,none
28,738,0_to_200,Metro,prior_payments_delayed,2,1,1_to_4,2,greater_1000,yes,own,2,stores,skilled,2435,17,car_new,none,real_estate,No Risk,6003,female,none
40,744,0_to_200,Metro,prior_payments_delayed,4,1,less_1,1,less_100,yes,own,3,none,skilled,3879,17,car_new,co-applicant,savings_insurance,Risk,3526,female,yes
34,865,0_to_200,Metro,prior_payments_delayed,2,1,4_to_7,1,100_to_500,yes,own,3,none,skilled,2436,17,car_used,none,savings_insurance,No Risk,7818,female,yes
